ID,carat,cut,color,clarity,depth,table,price,x,y,z
31538,1.08,Good,G,SI2,63.2,57,4241,6.5,6.54,4.12
31539,1.5,Ideal,D,VS2,62,57,15788,7.34,7.37,4.56
31540,0.42,Premium,G,VS2,61.9,58,1087,4.82,4.77,2.97
31541,1.51,Ideal,E,VS2,61.1,57,13157,7.43,7.41,4.53
31542,1.52,Premium,E,VS1,60.1,59,16187,7.49,7.45,4.49
31543,1.51,Ideal,H,SI1,61.3,56,9833,7.4,7.44,4.55
31544,0.38,Ideal,G,SI1,61,55,723,4.69,4.73,2.87
31545,1.11,Ideal,H,SI2,62.7,57,4578,6.59,6.66,4.14
31546,0.91,Ideal,E,SI2,60.8,56,3968,6.25,6.29,3.81
31547,0.8,Premium,G,SI2,61.8,58,2429,5.92,5.98,3.68
31548,0.5,Ideal,H,VS1,60.5,57,1449,5.15,5.19,3.13
31549,0.71,Ideal,E,SI2,65.5,55,2511,5.62,5.56,3.66
31550,0.23,Very Good,D,VVS2,61.3,58,530,3.93,3.97,2.42
31551,1.1,Very Good,H,VS2,61.3,58,5914,6.63,6.74,4.1
31552,0.33,Ideal,G,VVS2,62.5,54,965,4.45,4.41,2.77
31553,0.41,Ideal,D,SI2,62.3,57,876,4.78,4.75,2.97
31554,0.33,Very Good,H,IF,61.7,55,795,4.45,4.48,2.75
31555,0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16
31556,1.01,Premium,I,SI1,62.3,58,4355,6.44,6.4,4
31557,0.5,Very Good,D,VS2,59.1,59,1703,5.19,5.24,3.08
31558,0.24,Very Good,E,VS2,64.5,57,367,3.88,3.93,2.52
31559,0.32,Ideal,F,VVS2,62,55,786,4.39,4.41,2.73
31560,0.7,Ideal,E,VS1,62.9,57,2818,5.66,5.61,3.54
31561,1.09,Very Good,H,SI1,61.7,59,4849,6.53,6.59,4.05
31562,0.51,Ideal,F,VVS2,61.9,56,2098,5.09,5.14,3.16
31563,1.1,Very Good,G,VVS1,61.4,60,9257,6.59,6.67,4.07
31564,0.31,Ideal,G,VVS2,60.8,56,907,4.4,4.38,2.67
31565,1.25,Very Good,H,SI2,63.2,60,4199,6.87,6.81,4.32
31566,0.77,Premium,D,VS2,61.8,58,3291,5.84,5.81,3.6
31567,0.43,Good,D,VS2,59.9,61,976,4.84,4.88,2.91
31568,1.2,Ideal,G,SI1,60.5,56,5996,6.84,6.87,4.15
31569,0.76,Very Good,G,VVS2,62.3,57,3549,5.79,5.84,3.62
31570,2,Premium,I,SI2,62.3,57,10528,8.12,8.05,5.03
31571,0.41,Ideal,G,VS2,62.5,56,1061,4.75,4.72,2.96
31572,0.3,Very Good,D,SI1,61.3,60,552,4.26,4.32,2.63
31573,0.7,Premium,H,VS1,60.5,58,2245,5.73,5.77,3.48
31574,0.9,Ideal,J,SI1,62.7,56,3445,6.21,6.16,3.88
31575,0.41,Very Good,F,IF,61.6,58,1313,4.75,4.79,2.94
31576,1.71,Ideal,H,VS2,62.5,57,13445,7.59,7.63,4.76
31577,1.12,Very Good,I,VS2,63.9,52,4914,6.58,6.65,4.23
31578,0.72,Very Good,G,IF,60.7,56,3614,5.78,5.81,3.52
31579,1,Ideal,H,SI1,62.6,57,4469,6.4,6.37,4
31580,2.01,Very Good,H,SI2,63.3,60,10772,7.84,7.77,4.94
31581,0.32,Ideal,H,VS1,61,56,580,4.43,4.45,2.71
31582,0.91,Ideal,G,SI1,62,54,4453,6.23,6.26,3.87
31583,0.51,Premium,G,VS1,61,58,1591,5.2,5.16,3.16
31584,0.7,Good,H,SI2,64.2,58,1697,5.56,5.6,3.58
31585,0.73,Fair,I,VVS2,64.4,59,2351,5.65,5.62,3.63
31586,1.4,Very Good,G,VS1,62.6,58,11262,7.03,7.07,4.41
31587,1.46,Very Good,I,SI1,62.5,57,7146,7.15,7.19,4.48
31588,0.54,Very Good,J,VS2,63,57,1129,5.17,5.21,3.27
31589,0.38,Ideal,F,VVS2,61.7,55.4,1010,4.66,4.68,2.88
31590,0.43,Ideal,I,VVS1,60.6,57,1120,4.88,4.94,2.97
31591,0.4,Ideal,F,VVS1,61.5,56,1206,4.77,4.73,2.92
31592,1.12,Premium,E,SI2,62.4,58,4277,6.59,6.64,4.13
31593,0.32,Ideal,F,VS2,61.2,56,828,4.44,4.41,2.71
31594,1.01,Ideal,G,VS1,62.4,56,6672,6.39,6.44,4
31595,0.63,Good,H,VS1,62.9,54,1767,5.47,5.56,3.47
31596,1.02,Ideal,F,VS2,62.9,57,6509,6.42,6.33,4.01
31597,1,Ideal,F,VS2,62.8,57,6209,6.35,6.3,3.97
31598,0.33,Premium,G,VS2,62.6,58,743,4.4,4.36,2.74
31599,1.2,Very Good,D,VS2,63.5,58,9138,6.68,6.71,4.25
31600,1.53,Ideal,H,I1,62.3,56,6477,7.38,7.34,4.59
31601,0.7,Fair,J,VVS1,67.6,54,1691,5.56,5.41,3.71
31602,1.13,Premium,I,SI1,61.7,58,4113,6.66,6.62,4.1
31603,1.58,Ideal,F,SI1,61.9,55,14495,7.52,7.47,4.64
31604,0.54,Ideal,H,VS2,61.5,55,1453,5.25,5.28,3.24
31605,0.33,Ideal,G,VVS2,61.9,55,713,4.41,4.44,2.74
31606,0.71,Ideal,D,SI1,60.9,57,3262,5.75,5.79,3.51
31607,1.03,Ideal,H,SI1,59.8,57,5018,6.64,6.57,3.95
31608,0.77,Very Good,F,VVS1,61.1,57,4304,5.91,5.94,3.62
31609,0.32,Ideal,E,VS1,61.5,56,972,4.4,4.38,2.7
31610,0.54,Premium,G,SI1,59,60,1389,5.4,5.35,3.17
31611,0.9,Fair,D,VS2,57.4,65,4277,6.26,6.29,3.6
31612,0.39,Ideal,F,VS2,62.3,55,971,4.69,4.71,2.93
31613,0.24,Ideal,G,IF,61.6,57,559,3.99,4.02,2.46
31614,0.31,Ideal,H,SI1,61.9,56,595,4.38,4.35,2.7
31615,2.15,Ideal,H,SI2,61.8,57,17219,8.3,8.24,5.11
31616,0.5,Good,G,SI1,60.2,64,1138,5.11,5.04,3.05
31617,0.41,Premium,E,SI1,61.4,56,969,4.81,4.77,2.94
31618,0.36,Premium,F,VS1,61.3,57,1013,4.58,4.56,2.8
31619,0.34,Ideal,H,VS1,62.2,55,620,4.47,4.49,2.79
31620,1.01,Premium,G,VS1,60.8,58,6499,6.44,6.51,3.94
31621,1.77,Premium,J,VS2,59.6,58,9428,7.94,7.86,4.71
31622,0.7,Premium,F,VVS2,62.2,56,3018,5.72,5.63,3.53
31623,1.37,Good,I,VS2,64.1,58,5449,6.92,6.9,4.43
31624,0.68,Very Good,G,VS1,60.7,58,2114,5.68,5.75,3.47
31625,1.58,Ideal,G,IF,62.2,57,17329,7.45,7.51,4.65
31626,0.9,Good,G,SI1,64.1,59.4,3816,6.04,6.08,3.88
31627,0.34,Ideal,G,SI1,61.8,54,540,4.48,4.51,2.78
31628,1.05,Ideal,D,SI1,60.7,60,6196,6.52,6.56,3.97
31629,1.6,Ideal,H,VS1,61.4,57,12681,7.59,7.53,4.64
31630,0.3,Ideal,E,SI1,62.3,57,499,4.29,4.31,2.68
31631,1.59,Ideal,I,SI2,61.6,57,7978,7.56,7.51,4.64
31632,0.77,Ideal,I,VS1,61.5,59,2798,5.87,5.91,3.62
31633,0.33,Premium,E,IF,60.8,58,1207,4.49,4.46,2.72
31634,0.58,Ideal,I,VVS1,63,57,1758,5.34,5.29,3.35
31635,0.82,Premium,F,SI2,59.5,62,2688,6.13,6.08,3.63
31636,1.11,Premium,G,SI2,61.5,58,4670,6.6,6.67,4.08
31637,0.54,Ideal,I,IF,62.5,55,1763,5.21,5.26,3.27
31638,0.26,Very Good,F,VS1,61.7,58,453,4.1,4.14,2.54
31639,0.76,Ideal,D,SI2,62.2,57,2706,5.85,5.83,3.63
31640,0.31,Ideal,E,SI1,62.7,54,698,4.36,4.35,2.73
31641,0.43,Premium,G,VS2,61.1,58,1113,4.88,4.84,2.97
31642,0.5,Ideal,G,VS1,62.3,55,1624,5.07,5.11,3.17
31643,0.91,Good,E,VS2,63.1,58,4345,6.13,6.19,3.89
31644,1.53,Very Good,G,VS1,62.8,56,12654,7.31,7.37,4.61
31645,0.5,Very Good,D,VS2,61.2,55,1682,5.07,5.12,3.12
31646,1.5,Very Good,J,VVS2,63.3,56,8391,7.18,7.29,4.58
31647,0.3,Ideal,I,VS2,62,55,438,4.3,4.35,2.68
31648,1.5,Very Good,E,VS2,62.1,60,14256,7.27,7.31,4.53
31649,0.7,Very Good,G,VVS2,63.3,59,2905,5.59,5.62,3.55
31650,0.72,Ideal,J,VVS1,62.4,58,2139,5.71,5.76,3.58
31651,0.32,Very Good,F,VVS1,61.5,57,886,4.38,4.41,2.7
31652,0.32,Premium,H,VS1,61.6,59,672,4.39,4.37,2.7
31653,1.01,Good,H,SI1,60.6,61,4242,6.35,6.39,3.86
31654,0.9,Very Good,D,VS1,63,58,5757,6.11,6.15,3.86
31655,0.43,Premium,F,VS2,61.2,59,968,4.87,4.84,2.97
31656,0.75,Very Good,E,SI1,63.6,56,2993,5.73,5.75,3.65
31657,0.47,Premium,G,SI1,58.5,60,1055,5.09,5.06,2.97
31658,2.11,Premium,J,SI2,60.7,60,12554,8.27,8.2,5
31659,1.47,Premium,I,SI2,61.6,59,6403,7.29,7.32,4.5
31660,0.28,Ideal,G,VVS1,61.8,55,650,4.19,4.23,2.6
31661,0.77,Very Good,H,SI2,63.6,58,2129,5.77,5.81,3.68
31662,0.31,Ideal,E,VS2,61,54,872,4.41,4.37,2.68
31663,1.1,Very Good,H,SI1,62.1,58,4276,6.59,6.61,4.1
31664,0.5,Premium,D,SI1,62.2,57,1654,5.11,5.08,3.17
31665,0.57,Very Good,H,VS2,61.7,54.8,1605,5.34,5.37,3.3
31666,1.01,Very Good,H,VS2,59.7,64,5911,6.45,6.48,3.86
31667,0.28,Ideal,E,VVS2,62.1,56,828,4.21,4.19,2.61
31668,0.72,Ideal,F,VS2,61.3,56,3151,5.78,5.8,3.55
31669,0.4,Ideal,G,SI2,62.6,54,573,4.73,4.76,2.97
31670,1.03,Premium,H,SI1,62.2,60,4932,6.43,6.4,3.99
31671,1.02,Fair,F,SI1,65.1,56,4462,6.29,6.25,4.08
31672,0.31,Ideal,D,SI1,61.9,57,571,4.33,4.36,2.69
31673,1.07,Ideal,F,SI2,61.6,57,5405,6.56,6.53,4.03
31674,0.31,Ideal,G,VS2,61.7,57,544,4.33,4.36,2.68
31675,0.41,Premium,F,VS2,60.3,60,1107,4.84,4.81,2.91
31676,0.32,Ideal,G,VVS2,62.1,57,730,4.4,4.42,2.74
31677,0.3,Very Good,J,VS1,62.7,59,394,4.24,4.28,2.67
31678,1.16,Premium,H,SI2,62.1,58,3573,6.72,6.65,4.15
31679,1.51,Premium,E,VS2,62.2,58,13757,7.33,7.27,4.54
31680,0.31,Ideal,G,VVS1,62.4,56,772,4.33,4.36,2.71
31681,0.55,Ideal,H,VVS1,61.6,55,2303,5.26,5.29,3.25
31682,1,Very Good,D,IF,63.3,59,16073,6.37,6.33,4.02
31683,0.71,Ideal,G,SI1,61.6,56,2649,5.73,5.76,3.54
31684,0.52,Ideal,D,VS2,61.9,55,1802,5.19,5.21,3.22
31685,1.01,Good,F,VS2,65.2,57,5700,6.19,6.23,4.05
31686,1.01,Very Good,I,SI1,63.2,54,4525,6.41,6.35,4.03
31687,1.55,Very Good,G,VS1,60.8,60,14386,7.46,7.51,4.55
31688,1.31,Ideal,G,VS1,61.6,57,12008,6.99,7.04,4.32
31689,1.11,Very Good,I,SI2,63.1,57,4075,6.59,6.54,4.14
31690,0.72,Very Good,I,VS2,61.1,56,2337,5.76,5.79,3.53
31691,0.9,Very Good,E,SI1,62.9,56,4286,6.09,6.12,3.84
31692,0.9,Good,H,VS2,64,58,3919,6.11,6.07,3.9
31693,0.42,Premium,H,VS1,61.2,60,1087,4.84,4.77,2.94
31694,0.33,Very Good,D,VVS1,62.1,58,920,4.39,4.46,2.75
31695,1.14,Good,I,SI2,60,65,3735,6.8,6.75,4.06
31696,0.37,Ideal,F,VVS1,59.2,57,1406,4.75,4.71,2.8
31697,0.34,Ideal,F,VVS1,61.7,55,959,4.51,4.5,2.78
31698,0.41,Premium,H,VVS1,60.4,58,1115,4.85,4.79,2.91
31699,0.3,Ideal,E,VVS1,61.8,56,895,4.3,4.31,2.66
31700,0.38,Premium,I,VS2,60.2,58,633,4.69,4.75,2.84
31701,1.03,Premium,I,SI1,62,58,4248,6.43,6.47,4
31702,0.31,Ideal,E,VS1,61.9,56,734,4.32,4.34,2.68
31703,0.27,Very Good,F,VVS1,61.8,56,682,4.17,4.19,2.58
31704,0.42,Very Good,D,VS1,62.5,57,1109,4.75,4.85,3
31705,0.53,Good,E,SI1,63.6,56,1224,5.19,5.1,3.27
31706,0.74,Ideal,F,VS1,62.3,56,3170,5.79,5.76,3.6
31707,0.75,Fair,F,VS2,65.4,58,2648,5.63,5.68,3.7
31708,0.77,Ideal,F,SI1,61.9,57,2642,5.88,5.91,3.65
31709,1.12,Ideal,E,SI2,62,57,5546,6.61,6.63,4.11
31710,0.3,Premium,H,VS2,62.3,58,608,4.33,4.31,2.69
31711,0.46,Premium,I,SI2,60.3,62,880,4.95,4.9,2.97
31712,0.63,Premium,E,VS2,62.4,59,2344,5.5,5.46,3.42
31713,1.5,Premium,I,VS1,62.7,59,9900,7.25,7.3,4.56
31714,0.56,Ideal,D,SI1,61.4,57,1723,5.31,5.34,3.27
31715,0.7,Premium,D,SI1,58.8,59,2357,5.86,5.84,3.44
31716,0.71,Very Good,I,SI1,62,56,2098,5.69,5.72,3.54
31717,0.7,Very Good,E,VS1,62.7,60,2671,5.59,5.64,3.52
31718,1.01,Ideal,E,SI1,61.9,56,5571,6.43,6.47,3.99
31719,1,Very Good,E,I1,63,57,3300,6.32,6.35,3.99
31720,0.3,Premium,G,VS1,62.9,60,776,4.29,4.26,2.69
31721,0.53,Ideal,E,VS1,61.5,55,1917,5.22,5.24,3.22
31722,0.34,Very Good,G,VVS2,61.2,59,775,4.46,4.5,2.74
31723,1.02,Very Good,D,SI2,63.4,59,4718,6.41,6.37,4.05
31724,0.82,Ideal,H,VS2,59.5,57,2870,6.12,6.09,3.63
31725,0.51,Premium,H,VS2,58.5,61,1359,5.26,5.23,3.07
31726,0.5,Ideal,E,SI1,62.2,57,1331,5.05,5.08,3.15
31727,1.01,Premium,G,VS2,59.1,58,6027,6.63,6.56,3.9
31728,0.36,Ideal,I,VS2,61.8,55,648,4.61,4.58,2.84
31729,1.01,Premium,F,SI2,60,60,3717,6.46,6.4,3.86
31730,1.16,Ideal,G,VS2,62.3,57,7074,6.66,6.72,4.17
31731,1.01,Ideal,F,VS2,61.9,54,7014,6.45,6.49,4
31732,0.24,Very Good,F,VVS1,61.8,59,552,3.93,4,2.45
31733,0.35,Ideal,F,SI1,61.5,54,552,4.54,4.6,2.81
31734,1.07,Premium,E,SI2,61.3,59,4943,6.58,6.64,4.05
31735,0.31,Ideal,H,VVS1,61.6,55,907,4.38,4.35,2.69
31736,0.51,Ideal,J,SI2,62.1,56,885,5.1,5.14,3.18
31737,0.7,Fair,G,I1,64.6,59,1115,5.64,5.48,3.6
31738,1.01,Ideal,E,SI1,60.7,57,4853,6.52,6.49,3.95
31739,0.7,Fair,F,VS1,64.9,59,3039,5.56,5.59,3.62
31740,0.5,Very Good,G,VS1,61,59,1624,5.09,5.14,3.12
31741,0.54,Premium,E,SI1,60.2,58,1361,5.27,5.3,3.18
31742,1.03,Ideal,D,SI2,61.8,54,5013,6.46,6.52,4.01
31743,1.06,Ideal,F,VVS2,62.1,57,8954,6.5,6.54,4.05
31744,0.3,Good,F,SI1,63.6,55,500,4.28,4.33,2.74
31745,0.28,Good,F,VVS2,64.9,57,492,4.13,4.16,2.69
31746,1.59,Very Good,I,VS1,61.2,57.8,11018,7.5,7.52,4.6
31747,0.81,Ideal,G,VS1,61.6,56,3923,5.99,6.02,3.7
31748,0.8,Very Good,G,VS2,61.1,57,2929,6.01,6.07,3.69
31749,1.57,Ideal,E,VS2,60.5,57,17548,7.53,7.57,4.57
31750,1.01,Very Good,I,SI2,63.1,54,3818,6.39,6.35,4.02
31751,0.63,Ideal,D,SI1,61.5,56,1964,5.52,5.53,3.4
31752,1.01,Ideal,G,VS1,62.4,56,6672,6.39,6.44,4
31753,0.3,Very Good,G,VS1,63.4,58,776,4.25,4.23,2.69
31754,1.35,Ideal,D,VS2,61.3,57,10796,7.13,7.09,4.36
31755,0.73,Premium,I,VVS2,60.6,58,2519,5.84,5.78,3.52
31756,2.22,Premium,I,SI1,62.7,58,14095,8.33,8.28,5.21
31757,1.13,Ideal,H,VVS2,59.7,59,7108,6.89,6.77,4.08
31758,0.38,Ideal,F,VVS2,62.7,56,1033,4.61,4.64,2.9
31759,0.54,Ideal,F,VVS2,61.6,56,2231,5.23,5.26,3.23
31760,0.34,Ideal,E,VVS2,62.3,57,835,4.44,4.48,2.78
31761,1.02,Ideal,E,VS1,60.1,57,8244,6.59,6.52,3.94
31762,0.62,Ideal,D,VS1,61,57,2562,5.51,5.54,3.37
31763,0.34,Ideal,H,VS1,62.5,57,596,4.43,4.46,2.78
31764,1.33,Good,D,VS2,63.6,58,11023,7.02,6.91,4.43
31765,1.73,Good,E,I1,63.6,59,8220,7.56,7.6,4.82
31766,2.01,Ideal,I,SI1,62.5,57,15140,8.08,8.01,5.03
31767,1.66,Ideal,J,SI2,60.8,57,6377,7.68,7.65,4.66
31768,0.62,Very Good,D,SI1,61.3,58,1949,5.47,5.49,3.36
31769,0.37,Ideal,F,VVS1,61.3,56,997,4.65,4.68,2.86
31770,0.32,Premium,H,VS1,61.7,61,720,4.43,4.38,2.72
31771,0.26,Premium,E,VVS2,58.9,61,724,4.19,4.16,2.46
31772,0.91,Very Good,D,SI1,63,59,4429,6.11,6.15,3.86
31773,1.05,Ideal,F,VVS2,62.1,54,9092,6.52,6.55,4.06
31774,0.32,Ideal,D,VVS2,60.6,56,1066,4.47,4.5,2.72
31775,0.34,Ideal,G,VS2,61.4,55,616,4.51,4.54,2.78
31776,1.01,Very Good,D,VVS2,63,56,10800,6.35,6.41,4.02
31777,1.11,Premium,H,SI1,61.9,58,4960,6.63,6.59,4.09
31778,0.35,Premium,I,VS1,61.8,58,552,4.5,4.53,2.79
31779,0.53,Ideal,G,VVS2,60.8,57,1955,5.24,5.28,3.2
31780,1.1,Premium,D,SI2,62.4,58,4725,6.6,6.57,4.11
31781,0.41,Premium,E,SI2,59.5,62,818,4.84,4.8,2.87
31782,0.42,Premium,G,IF,60.2,59,1400,4.8,4.87,2.91
31783,2,Good,I,VS1,58.8,65,15851,8.1,8.03,4.74
31784,0.76,Ideal,E,SI2,62.1,56,2978,5.85,5.88,3.64
31785,0.74,Ideal,F,VS1,61.7,56,3170,5.83,5.78,3.58
31786,0.3,Ideal,D,SI1,61,54,552,4.34,4.35,2.65
31787,0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
31788,0.38,Ideal,F,I1,62.5,57,638,4.64,4.61,2.89
31789,0.61,Ideal,D,VS2,61,57,2207,5.49,5.53,3.36
31790,0.3,Very Good,D,VS2,62.6,61,710,4.22,4.25,2.65
31791,1.66,Very Good,I,SI1,63,57,8901,7.45,7.5,4.71
31792,0.59,Very Good,F,VVS2,63.5,59,2302,5.28,5.3,3.36
31793,2.03,Ideal,J,SI2,63.2,55,11951,7.99,8.03,5.06
31794,0.38,Good,E,SI1,58.9,58,680,4.73,4.77,2.8
31795,0.52,Ideal,I,IF,60.9,57,2111,5.17,5.21,3.16
31796,1.01,Ideal,F,VS1,61.8,57,8860,6.41,6.46,3.98
31797,0.38,Premium,G,VS2,60.8,61,983,4.66,4.65,2.83
31798,0.32,Very Good,H,SI2,60.4,59,393,4.39,4.42,2.66
31799,0.76,Ideal,F,SI1,60.1,57,2607,5.95,5.99,3.59
31800,0.75,Ideal,G,SI1,62.2,57,2478,5.84,5.8,3.62
31801,1.01,Very Good,E,VVS2,63.3,55,9140,6.41,6.36,4.04
31802,1,Good,F,VS2,61.1,61,6841,6.38,6.45,3.92
31803,0.3,Very Good,D,SI1,61.3,60,552,4.26,4.32,2.63
31804,0.33,Good,I,VS1,63.2,57,521,4.37,4.4,2.77
31805,1.01,Premium,E,SI1,62.9,59,4853,6.38,6.3,3.99
31806,0.3,Premium,J,VS1,63,59,506,4.27,4.24,2.68
31807,1.01,Premium,H,VS1,61.6,57,5147,6.47,6.38,3.96
31808,0.55,Premium,F,VS2,62.5,58,2376,5.25,5.22,3.27
31809,0.53,Very Good,E,VS2,61.6,57,1721,5.18,5.21,3.2
31810,1.2,Ideal,I,VVS2,62.9,55,7079,6.75,6.79,4.26
31811,1.01,Fair,F,VS1,64.5,59,6391,6.27,6.19,4.02
31812,0.37,Ideal,F,VVS1,61.3,56,997,4.65,4.68,2.86
31813,0.32,Ideal,H,IF,62,55,814,4.39,4.42,2.73
31814,0.3,Very Good,D,SI1,60.6,60,552,4.3,4.32,2.61
31815,0.42,Very Good,G,VS2,60.1,61,847,4.81,4.84,2.9
31816,1.01,Good,F,SI1,63.3,58,4479,6.31,6.4,4.02
31817,1.18,Premium,G,VVS2,58.2,62,9188,6.92,6.89,4.02
31818,0.9,Premium,F,SI1,62,55,4183,6.2,6.16,3.83
31819,0.31,Very Good,F,SI1,63.1,55,663,4.34,4.28,2.72
31820,1.06,Premium,H,VS2,60.8,59,5205,6.55,6.58,3.99
31821,0.56,Ideal,G,VS1,60.6,56,1819,5.33,5.36,3.24
31822,0.75,Very Good,I,SI1,63.7,56,2300,5.73,5.77,3.66
31823,0.75,Ideal,E,SI1,61.5,56,2652,5.88,5.84,3.6
31824,0.27,Very Good,F,VVS2,62.3,59,591,4.14,4.18,2.59
31825,0.5,Ideal,F,VS1,62.5,57,1710,5.06,5.09,3.17
31826,0.41,Premium,H,SI1,61.4,60,876,4.78,4.73,2.92
31827,0.92,Very Good,E,VS1,60.9,61,5453,6.22,6.25,3.8
31828,0.73,Premium,E,SI2,62.2,55,2256,5.81,5.71,3.58
31829,0.7,Premium,D,SI2,60.4,60,2596,5.79,5.74,3.48
31830,0.9,Fair,F,SI1,66,57,3160,6.06,6,3.98
31831,1.31,Very Good,I,SI1,62.6,59,6686,6.97,6.86,4.33
31832,0.7,Very Good,G,VS1,62.5,58,2437,5.63,5.69,3.54
31833,0.75,Fair,F,SI1,64.5,60,2363,5.65,5.54,3.61
31834,0.74,Very Good,D,SI2,62.2,59,2713,5.75,5.79,3.59
31835,0.33,Ideal,G,VVS2,61.7,55,752,4.42,4.46,2.74
31836,1.11,Ideal,G,VS2,62,56,7472,6.62,6.65,4.12
31837,1.04,Good,I,SI2,59.9,64,2970,6.51,6.45,3.88
31838,0.71,Good,I,VS2,64,59,1840,5.61,5.55,3.57
31839,1.4,Very Good,I,VS2,59.2,60,7702,7.35,7.3,4.34
31840,0.41,Premium,G,VS1,62.4,57,961,4.74,4.71,2.95
31841,2.14,Very Good,I,VS2,59.7,57,16914,8.41,8.48,5.04
31842,0.59,Ideal,D,SI1,61.8,56,1912,5.4,5.37,3.33
31843,0.23,Very Good,E,VVS2,62.7,55,505,3.9,3.95,2.46
31844,1.27,Premium,D,SI2,58.9,59,5618,7.14,7.02,4.17
31845,0.4,Ideal,D,VVS1,62.8,57,1279,4.65,4.68,2.93
31846,0.34,Ideal,G,VVS1,60.4,56,813,4.52,4.55,2.74
31847,0.38,Very Good,D,SI1,59.7,60,733,4.66,4.69,2.79
31848,1.59,Premium,I,VS2,62.9,56,10471,7.48,7.43,4.69
31849,1.08,Ideal,D,SI1,62.7,57,6539,6.52,6.56,4.1
31850,0.9,Ideal,G,SI2,61.5,57,4032,6.19,6.23,3.82
31851,0.9,Good,H,VS2,63.6,58,3881,6.11,6.09,3.88
31852,0.43,Good,J,SI2,63.7,57,629,4.79,4.76,3.04
31853,0.74,Very Good,F,SI2,63.1,55,2261,5.77,5.74,3.63
31854,0.7,Fair,I,SI1,65.2,58,1749,5.6,5.56,3.64
31855,0.36,Ideal,D,SI1,62.7,57,851,4.59,4.54,2.86
31856,2.25,Ideal,I,SI2,60.5,56,16575,8.49,8.54,5.15
31857,0.3,Premium,G,VS1,60,60,605,4.3,4.33,2.59
31858,0.71,Very Good,E,VS2,58.5,57,2630,5.87,5.9,3.44
31859,0.3,Good,D,SI1,63.1,55,552,4.28,4.31,2.71
31860,0.9,Very Good,F,VS2,63.2,59,4715,6.08,6.04,3.83
31861,0.66,Ideal,D,VVS2,61.6,57,3049,5.64,5.57,3.45
31862,1.5,Very Good,H,VVS1,63.8,57,11654,7.17,7.21,4.59
31863,0.4,Ideal,F,VVS1,62.5,57,1263,4.72,4.75,2.96
31864,1.13,Ideal,I,SI1,61.9,57,5149,6.68,6.66,4.13
31865,0.7,Premium,J,IF,60.5,59,2150,5.67,5.73,3.45
31866,0.31,Premium,H,VS1,62.8,58,698,4.31,4.29,2.7
31867,1.01,Premium,G,VVS2,61.9,58,6371,6.48,6.38,3.98
31868,0.25,Ideal,H,VVS1,62.5,56,450,4.03,4.06,2.53
31869,0.53,Ideal,D,SI2,61.6,55,1316,5.21,5.24,3.22
31870,1.07,Ideal,F,SI2,62,56,5077,6.51,6.55,4.09
31871,0.47,Ideal,D,VS1,60.5,57,2086,5.04,5.07,3.06
31872,0.59,Ideal,D,IF,60.9,60,4916,5.41,5.39,3.29
31873,1.55,Very Good,E,SI1,60.1,58,11764,7.5,7.55,4.52
31874,0.3,Ideal,D,VVS1,62.2,57,866,4.3,4.35,2.69
31875,0.31,Premium,E,VS2,61.3,60,872,4.39,4.32,2.67
31876,0.33,Premium,F,VS2,60.1,58,666,4.45,4.47,2.68
31877,0.84,Premium,D,VS1,60.6,57,4365,6.15,6.06,3.7
31878,0.5,Ideal,F,VS2,62,56,1581,5.07,5.11,3.15
31879,0.41,Very Good,F,SI1,63.6,57,680,4.72,4.75,3.01
31880,0.4,Ideal,G,VVS2,62.4,56,1050,4.68,4.64,2.91
31881,2,Good,J,SI1,64.1,58,9193,7.85,7.79,5.01
31882,0.53,Premium,G,SI1,61.3,58,1268,5.16,5.21,3.18
31883,0.9,Very Good,E,SI2,61.1,58,3902,6.12,6.26,3.78
31884,0.24,Ideal,G,VS1,62.3,57,436,3.99,4.02,2.49
31885,0.4,Ideal,E,VS1,61.2,55,940,4.76,4.79,2.92
31886,0.9,Very Good,F,SI1,61.1,56,3893,6.23,6.3,3.83
31887,0.45,Good,E,SI2,64.1,62,680,4.82,4.75,3.07
31888,0.54,Ideal,G,VS1,60.7,57,2274,5.29,5.26,3.2
31889,1.07,Ideal,G,SI1,61.9,55,5347,6.57,6.62,4.08
31890,2.08,Ideal,I,VS2,62,56,17916,8.16,8.18,5.06
31891,0.83,Premium,G,SI2,61.6,57,2749,6.06,6.02,3.72
31892,1.01,Premium,H,VS2,59.1,58,5166,6.58,6.59,3.89
31893,0.41,Ideal,H,VS1,61.8,56,750,4.73,4.78,2.94
31894,0.34,Ideal,G,VVS1,62.1,57,895,4.45,4.47,2.77
31895,1.54,Premium,F,SI2,61.1,58,9055,7.47,7.36,4.53
31896,1,Ideal,H,SI1,60.3,56,4702,6.52,6.54,3.94
31897,1.1,Very Good,D,VS1,59.7,58,9901,6.69,6.72,4
31898,1.01,Premium,D,SI1,61.2,60,5780,6.47,6.41,3.94
31899,1.1,Very Good,D,SI2,61.6,57,5226,6.61,6.67,4.09
31900,1.02,Very Good,I,SI2,62.8,56,3980,6.42,6.38,4.02
31901,0.5,Premium,F,SI1,62.5,59,1409,5.03,4.99,3.13
31902,0.54,Ideal,D,VS2,61.1,57,1993,5.29,5.19,3.2
31903,1.09,Ideal,F,IF,61.4,55,11846,6.61,6.68,4.09
