ID,carat,cut,color,clarity,depth,table,price,x,y,z
9365,1.01,Premium,F,SI1,62.9,59,5288,6.38,6.31,3.99
9366,1,Very Good,G,VS2,63.8,58,6389,6.31,6.35,4.04
9367,0.52,Very Good,F,SI1,60,58,1261,5.21,5.26,3.14
9368,0.3,Good,J,VS2,63.4,57,368,4.22,4.26,2.69
9369,0.96,Fair,H,I1,66.9,60,1705,6.15,6.04,4.09
9370,1.01,Good,E,SI2,63.7,58,4751,6.36,6.32,4.04
9371,1.01,Premium,G,VS2,62.6,56,5713,6.41,6.34,3.99
9372,0.33,Ideal,E,VS2,62.8,56,928,4.45,4.41,2.78
9373,0.56,Ideal,F,VS1,61.7,54,2016,5.34,5.3,3.28
9374,0.3,Very Good,E,IF,61.8,54,957,4.34,4.37,2.69
9375,1.21,Ideal,G,VVS1,60.2,57,10232,7.02,6.94,4.2
9376,0.7,Good,F,VS1,59.7,63,2819,5.76,5.79,3.45
9377,1.31,Good,H,SI2,64.1,57,5429,6.9,6.84,4.41
9378,0.72,Premium,D,SI1,62.6,59,2732,5.74,5.7,3.58
9379,0.74,Ideal,I,VVS1,62.3,55,2715,5.77,5.82,3.61
9380,0.53,Very Good,J,VS2,60.9,59,1023,5.2,5.27,3.19
9381,0.54,Ideal,E,SI2,60.4,57,1246,5.27,5.33,3.2
9382,0.76,Ideal,D,VS1,61.7,56,4377,5.84,5.87,3.61
9383,1.41,Premium,D,SI2,61.1,56,6988,7.19,7.15,4.38
9384,0.5,Very Good,H,VS2,62.6,56,1349,4.99,5.11,3.16
9385,1.79,Premium,G,VS1,61.7,59,18419,7.85,7.74,4.81
9386,0.41,Premium,G,VS2,59.2,58,827,4.8,4.83,2.85
9387,0.36,Premium,G,SI2,62.4,58,473,4.56,4.58,2.85
9388,1.57,Ideal,F,SI1,61.1,55,12432,7.55,7.53,4.61
9389,2.01,Fair,J,VS1,66.6,54,14402,7.76,7.92,5.22
9390,1.58,Very Good,H,VS2,61.4,60,10608,7.49,7.44,4.58
9391,1.62,Premium,E,SI2,61.8,59,9526,7.55,7.52,4.66
9392,0.9,Very Good,J,SI1,63.6,57,3225,6.07,6.1,3.87
9393,0.55,Ideal,J,VVS1,62.4,54,1238,5.25,5.29,3.29
9394,0.4,Ideal,G,VS2,61,57,1010,4.74,4.77,2.9
9395,1.43,Very Good,H,SI1,61.7,59,8654,7.23,7.29,4.48
9396,1.2,Very Good,F,SI2,62.8,55,6085,6.74,6.8,4.25
9397,0.65,Ideal,G,VVS1,61.9,56,3248,5.56,5.59,3.45
9398,0.53,Ideal,D,VVS1,62.5,54,2905,5.16,5.21,3.24
9399,1.23,Ideal,G,VS1,62,57,9863,6.83,6.87,4.25
9400,1.44,Very Good,E,I1,61.1,62,5068,7.15,7.23,4.39
9401,0.38,Ideal,E,VVS2,61.6,55,1100,4.63,4.66,2.86
9402,0.24,Ideal,H,VVS2,62.5,54,442,3.95,3.98,2.48
9403,2,Ideal,J,VS2,62.3,55,13263,8.03,8.06,5.01
9404,0.7,Premium,F,SI1,61.6,60,2470,5.68,5.72,3.51
9405,1.21,Good,E,I1,64,57,4201,6.73,6.67,4.29
9406,1.51,Premium,E,SI1,62.4,59,12319,7.33,7.29,4.56
9407,0.32,Ideal,F,VS2,61.4,57,660,4.4,4.43,2.71
9408,0.4,Premium,F,VVS1,60.8,59,1263,4.74,4.76,2.89
9409,0.42,Premium,E,SI1,61.5,58,722,4.78,4.84,2.96
9410,0.83,Ideal,F,VS1,61.2,54,4617,6.07,6.11,3.73
9411,0.43,Ideal,H,IF,61.9,55,1151,4.87,4.89,3.02
9412,1.21,Premium,F,SI1,61.6,59,7257,6.82,6.79,4.19
9413,1.01,Very Good,E,VS2,58.1,60,6399,6.51,6.58,3.8
9414,0.9,Fair,G,SI1,64.5,57,3629,6.07,6.03,3.9
9415,0.5,Ideal,G,SI2,61.4,57,1107,5.1,5.13,3.14
9416,1.5,Good,H,VS2,64.3,60,8165,7.16,7.08,4.58
9417,1.02,Premium,F,SI2,61,58,4043,6.49,6.52,3.97
9418,1.01,Fair,D,SI1,64.6,60,4751,6.12,6.08,3.94
9419,0.35,Very Good,E,SI1,62.7,57,614,4.47,4.52,2.82
9420,1,Very Good,E,SI2,59.6,62,4685,6.45,6.51,3.86
9421,0.32,Ideal,F,VVS1,61.4,56,990,4.42,4.38,2.7
9422,1.3,Ideal,J,VS1,62.3,57,6334,7.06,6.97,4.37
9423,0.4,Ideal,G,SI1,60.2,56,900,4.83,4.77,2.89
9424,0.71,Ideal,E,VVS2,62,53.9,4042,5.73,5.77,3.57
9425,0.54,Ideal,F,VVS1,60.5,55,2356,5.31,5.33,3.22
9426,0.71,Premium,E,SI1,63,58,2554,5.72,5.68,3.59
9427,0.56,Ideal,F,VVS2,60.3,56,2318,5.39,5.35,3.24
9428,0.9,Very Good,E,SI2,63.5,58,3697,6.08,6.14,3.88
9429,0.54,Very Good,H,VS2,62.6,58,1338,5.16,5.19,3.24
9430,0.32,Very Good,G,VS1,62.1,56,645,4.4,4.43,2.74
9431,0.42,Good,G,SI1,63.1,56,687,4.75,4.79,3.01
9432,2.09,Ideal,I,SI1,61.8,56,17114,8.15,8.22,5.06
9433,0.77,Ideal,I,SI1,61.5,56,2946,5.9,5.93,3.64
9434,0.54,Very Good,F,SI1,64,59,1314,5.14,5.18,3.3
9435,0.3,Ideal,G,VVS1,61.4,56,737,4.32,4.34,2.66
9436,1.15,Premium,G,VS2,61.5,58,6492,6.76,6.71,4.14
9437,0.91,Premium,D,SI1,59,61,4663,6.35,6.29,3.73
9438,0.73,Premium,I,SI2,62,57,1927,5.79,5.76,3.58
9439,0.44,Ideal,G,VVS1,60.3,57,1207,4.92,4.96,2.98
9440,0.31,Ideal,D,VS2,61.7,55,942,4.4,4.35,2.7
9441,0.3,Ideal,E,VS2,62,56,658,4.3,4.34,2.68
9442,1.71,Ideal,I,VVS2,61.9,57,13660,7.62,7.67,4.73
9443,1,Premium,F,VS2,59.9,60,5606,6.11,6.07,3.65
9444,0.54,Ideal,G,VVS2,61.7,57,1914,5.23,5.26,3.23
9445,0.3,Ideal,G,IF,60.9,56,863,4.34,4.36,2.65
9446,0.81,Premium,F,SI1,59.4,60,2403,6.11,6.07,3.62
9447,0.33,Ideal,D,SI1,61.3,56,780,4.46,4.44,2.73
9448,0.56,Ideal,I,SI1,61.9,57,1212,5.25,5.29,3.26
9449,1.51,Good,E,SI2,58.9,61,10884,7.54,7.5,4.43
9450,2.01,Premium,F,SI2,60.3,60,16881,8.11,8.08,4.88
9451,0.31,Ideal,D,SI2,62.1,57,462,4.32,4.34,2.69
9452,0.44,Ideal,H,SI1,61.6,56,911,4.87,4.93,3.02
9453,0.71,Ideal,I,VS1,61.3,57,2965,5.73,5.76,3.52
9454,1.18,Premium,G,SI2,61.4,58,5190,6.82,6.77,4.17
9455,0.32,Premium,G,VVS2,62.3,54,936,4.45,4.38,2.75
9456,0.3,Ideal,F,VS1,62.5,57,621,4.26,4.28,2.67
9457,1.51,Very Good,G,SI2,63.1,58,7154,7.23,7.19,4.55
9458,1.01,Very Good,G,SI2,63,58,3966,6.29,6.34,3.98
9459,0.34,Premium,I,VS1,61,60,689,4.51,4.48,2.74
9460,0.7,Very Good,E,VVS2,59.2,61,3154,5.79,5.84,3.44
9461,0.71,Good,J,SI1,61.5,62,1755,5.61,5.66,3.47
9462,0.4,Ideal,E,SI2,61.9,58,629,4.71,4.73,2.92
9463,1.21,Ideal,H,SI1,61.1,57,6069,6.83,6.91,4.2
9464,0.71,Very Good,E,SI1,61.3,59,2735,5.69,5.73,3.5
9465,0.54,Very Good,F,SI1,63.3,56,1389,5.24,5.21,3.31
9466,0.81,Ideal,H,SI2,63,57,2313,5.94,5.9,3.73
9467,0.41,Ideal,H,VS1,61.8,56,827,4.77,4.81,2.96
9468,0.76,Ideal,F,SI2,61.6,57,2253,5.91,5.85,3.62
9469,1.05,Ideal,G,VS1,61.1,56,7523,6.54,6.59,4.01
9470,1.51,Premium,I,SI2,61.2,62,5682,7.28,7.19,4.43
9471,0.5,Very Good,D,VS2,61.1,58,1646,5.07,5.11,3.11
9472,0.3,Ideal,G,VVS2,62.2,54,819,4.33,4.29,2.68
9473,0.43,Premium,G,VS1,61.8,59,1008,4.88,4.83,3
9474,0.33,Premium,D,VVS2,60.4,60,1052,4.51,4.46,2.71
9475,0.53,Premium,G,VS2,62.5,56,1607,5.19,5.18,3.24
9476,1.58,Ideal,F,SI1,60.2,56,12991,7.57,7.64,4.58
9477,0.72,Very Good,I,VS1,63.7,57,2441,5.66,5.7,3.62
9478,1.58,Premium,D,SI1,60.2,58,13329,7.6,7.46,4.56
9479,0.5,Good,D,VS2,63.7,56,1635,5.05,5.09,3.23
9480,0.73,Ideal,I,VVS2,61.9,55,2513,5.8,5.84,3.6
9481,0.41,Ideal,F,IF,61.7,56,1439,4.79,4.83,2.97
9482,1.26,Ideal,G,VS1,61.6,56,9243,7.03,6.96,4.31
9483,0.31,Ideal,G,VVS2,62.2,55,565,4.32,4.36,2.7
9484,1.7,Premium,G,VS2,59,58,15797,7.8,7.85,4.62
9485,0.32,Very Good,I,VS2,61.1,57,449,4.39,4.42,2.69
9486,1.31,Ideal,H,VS1,61.5,55,8429,7.02,7.05,4.33
9487,1.04,Ideal,H,SI2,60.7,57,4484,6.51,6.43,3.93
9488,0.72,Ideal,I,VS2,62.2,56,2511,5.69,5.75,3.56
9489,0.27,Ideal,G,IF,61,56,672,4.17,4.19,2.55
9490,0.91,Fair,J,VS2,64.4,62,2854,6.06,6.03,3.89
9491,0.77,Ideal,H,VS1,61.4,55,3074,5.89,5.93,3.63
9492,0.9,Very Good,H,SI2,63.1,60,2972,6.14,6.09,3.86
9493,0.82,Good,J,SI1,57.5,62,2140,6.25,6.2,3.58
9494,1.3,Premium,J,VVS2,62.9,60,6405,6.91,6.86,4.33
9495,1.51,Fair,G,VS2,58.1,67,10553,7.59,7.49,4.38
9496,1.16,Very Good,G,VS1,62.9,55,7589,6.65,6.74,4.21
9497,0.6,Very Good,G,SI1,63.3,58,1399,5.34,5.31,3.37
9498,1.55,Ideal,H,SI1,62.4,58,10960,7.38,7.4,4.61
9499,1.52,Ideal,H,VVS2,61.8,58,12123,7.41,7.35,4.56
9500,2,Premium,J,VS1,62,62,11793,8.02,7.91,4.94
9501,0.79,Premium,H,VVS2,62.6,58,2827,5.96,5.9,3.71
9502,0.7,Ideal,G,SI1,60.7,55,2744,5.76,5.8,3.51
9503,0.41,Very Good,E,VS1,62.2,58,954,4.74,4.78,2.96
9504,0.55,Premium,G,SI1,61.3,59,1316,5.23,5.28,3.22
9505,1.21,Premium,H,SI2,62.1,56,5082,6.8,6.76,4.21
9506,0.53,Ideal,F,VS2,62.2,55,1650,5.16,5.19,3.22
9507,1.11,Premium,G,VS2,60.4,58,6445,6.76,6.72,4.07
9508,0.6,Very Good,F,SI1,60.3,59,1670,5.42,5.5,3.29
9509,1.93,Premium,H,VS1,60.5,60,16941,7.98,8.06,4.85
9510,1.29,Premium,D,SI1,62.7,55,8597,6.96,6.91,4.35
9511,0.3,Ideal,D,VS2,62,56,911,4.35,4.33,2.69
9512,1.21,Premium,H,VS2,58.8,59,6708,7.01,6.98,4.11
9513,0.38,Very Good,H,VVS1,63.3,58,1033,4.62,4.57,2.91
9514,1.14,Premium,F,VVS1,60.8,58,10878,6.79,6.74,4.11
9515,0.36,Ideal,H,SI1,62.4,53,538,4.58,4.59,2.86
9516,0.7,Good,E,SI1,59.8,64,2079,5.75,5.69,3.42
9517,0.3,Very Good,E,VS2,62.8,56,658,4.28,4.32,2.7
9518,0.52,Ideal,E,SI2,61.8,57,1146,5.14,5.18,3.19
9519,1.36,Premium,G,SI1,60.6,59,7729,7.21,7.17,4.36
9520,1,Good,F,SI2,59.4,64,3259,6.52,6.48,3.86
9521,0.71,Very Good,F,VS2,62.8,57,2777,5.64,5.69,3.56
9522,0.73,Ideal,I,VS1,61.1,56,2596,5.79,5.83,3.55
9523,0.3,Very Good,H,SI1,63,54,421,4.27,4.3,2.7
9524,2.03,Premium,I,SI1,59.8,59,12844,8.29,8.24,4.94
9525,0.35,Premium,E,SI2,61.5,59,630,4.56,4.52,2.79
9526,1.51,Premium,F,SI1,62.2,59,11607,7.34,7.3,4.55
9527,0.79,Premium,H,SI2,62.8,57,2370,5.91,5.88,3.7
9528,1.01,Premium,F,VS2,62,59,6097,6.45,6.38,3.98
9529,1.52,Ideal,F,SI2,61.8,58,10316,7.38,7.4,4.57
9530,0.31,Ideal,H,SI1,61.1,56,464,4.35,4.39,2.67
9531,0.55,Ideal,G,VS1,60.9,55,1991,5.34,5.37,3.26
9532,0.41,Premium,E,VVS2,61.8,59,1243,4.78,4.74,2.94
9533,0.7,Premium,G,SI1,60.3,58,2170,5.73,5.77,3.47
9534,0.32,Ideal,G,VS1,62,56,645,4.35,4.39,2.71
9535,0.9,Good,G,SI1,63.2,59,3734,6.05,6.1,3.84
9536,0.5,Very Good,F,SI1,61.4,57,1295,5.08,5.12,3.13
9537,0.53,Ideal,D,VS2,60.2,55,1610,5.26,5.3,3.18
9538,0.7,Very Good,J,VS2,63.3,58,2044,5.61,5.63,3.56
9539,0.6,Very Good,H,VS1,60.2,60,1679,5.45,5.48,3.29
9540,0.8,Very Good,E,SI2,62.4,55,2623,5.88,5.92,3.68
9541,1.03,Ideal,I,SI2,62.2,57,3997,6.5,6.46,4.03
9542,0.72,Very Good,G,VVS2,60.1,60,3449,5.79,5.82,3.49
9543,1.63,Premium,G,SI1,61,59,11721,7.64,7.58,4.64
9544,0.41,Ideal,G,VS2,62.5,54,1061,4.78,4.75,2.98
9545,0.41,Ideal,D,VVS2,62.1,56,1356,4.78,4.76,2.96
9546,0.57,Premium,I,SI2,62.1,57,1097,5.33,5.29,3.3
9547,0.36,Premium,E,SI1,60.9,60,810,4.61,4.56,2.79
9548,0.92,Premium,H,SI1,60.7,59,3165,6.34,6.25,3.82
9549,0.7,Very Good,F,VS1,62.4,56,2604,5.62,5.7,3.53
9550,2,Good,E,SI2,64.7,57,15393,7.75,7.86,5.05
9551,2.01,Premium,I,SI2,62,56,12338,8.01,7.87,4.92
9552,1.01,Very Good,F,VVS2,61.9,56,8525,6.42,6.48,3.99
9553,1.14,Very Good,E,SI2,62.6,56,4915,6.63,6.69,4.17
9554,0.41,Ideal,E,VS1,62.3,57,1153,4.77,4.74,2.96
9555,1.2,Ideal,G,VVS1,63.1,56,10786,6.74,6.7,4.24
9556,0.38,Premium,G,VS1,61.9,56,1069,4.68,4.63,2.88
9557,0.78,Ideal,F,SI1,62.4,54,2700,5.95,5.9,3.7
9558,1.29,Ideal,H,SI2,61.6,54,6300,7,7.02,4.32
9559,0.31,Premium,D,SI1,61.4,58,571,4.33,4.36,2.67
9560,0.7,Very Good,G,SI1,59.1,62,2674,5.8,5.91,3.46
9561,0.7,Premium,F,SI2,61.2,59,1792,5.75,5.72,3.51
9562,1.22,Premium,H,VS1,62.5,59,7816,6.85,6.79,4.26
9563,0.42,Ideal,F,VS1,61,57,1031,4.84,4.87,2.96
9564,0.32,Ideal,F,VVS2,61.9,57,1008,4.39,4.36,2.71
9565,1.05,Premium,F,SI1,61.6,57,5557,6.56,6.53,4.03
9566,1.25,Premium,G,SI1,60.7,58,6856,6.97,6.9,4.21
9567,0.7,Good,J,SI2,61.2,64,1824,5.68,5.73,3.49
9568,0.24,Very Good,I,VVS1,62.3,57,336,3.95,3.98,2.47
9569,0.4,Ideal,I,VVS2,61.8,56,970,4.76,4.79,2.95
9570,0.51,Very Good,E,VS2,61.4,56,1612,5.15,5.18,3.17
9571,1.17,Premium,G,VS1,62.4,56,7564,6.81,6.75,4.23
9572,1.16,Good,F,SI2,63.7,63,4395,6.55,6.63,4.2
9573,0.35,Ideal,D,SI1,61.6,56,827,4.53,4.49,2.78
9574,0.47,Premium,E,VVS2,60.5,58,1833,5.05,5,3.04
9575,0.57,Premium,D,VS2,61.9,58,2047,5.35,5.32,3.3
9576,1.22,Ideal,I,SI1,60.2,57,5807,6.99,6.93,4.19
9577,0.7,Ideal,D,VS1,62.5,57,3361,5.65,5.68,3.54
9578,0.71,Fair,H,VS1,66.4,62,2401,5.54,5.49,3.66
9579,1.56,Premium,D,SI1,62.6,58,12226,7.36,7.44,4.63
9580,1.09,Ideal,H,VVS1,61.4,56,7055,6.64,6.67,4.09
9581,0.37,Premium,D,VVS2,60.7,59,1038,4.66,4.63,2.82
9582,0.91,Very Good,F,SI1,63.1,60,3007,6.13,6.1,3.86
9583,1.03,Very Good,D,SI1,61.8,57,5393,6.49,6.53,4.02
9584,0.54,Premium,D,VS2,60.9,58,1993,5.31,5.27,3.22
9585,0.53,Ideal,F,VVS2,61.3,57,2160,5.2,5.24,3.2
9586,0.34,Premium,H,VS2,61.3,60,537,4.47,4.53,2.76
9587,0.73,Very Good,G,SI2,62.2,58,2057,5.71,5.77,3.57
9588,2.03,Ideal,H,SI1,60.8,57,18026,8.24,8.18,4.99
9589,0.33,Ideal,H,VS2,60.7,57,521,4.45,4.48,2.71
9590,0.54,Ideal,D,VS2,61.1,56,1672,5.23,5.27,3.21
9591,0.9,Premium,D,SI2,62.9,56,4007,6.19,6.09,3.86
9592,0.33,Ideal,H,SI1,61,55,511,4.45,4.49,2.73
9593,1,Good,E,SI1,57.2,62,5345,6.59,6.56,3.76
9594,1,Fair,I,SI2,66.8,56,2743,6.22,6.12,4.13
9595,0.35,Ideal,G,IF,61.3,56,910,4.51,4.53,2.77
9596,1.22,Ideal,H,SI2,61,57,5099,6.89,6.95,4.22
9597,1.07,Ideal,H,VS2,61.8,56,5108,6.52,6.55,4.04
9598,0.33,Ideal,H,SI2,61.3,55,433,4.48,4.49,2.75
9599,0.83,Very Good,I,VS1,61.1,60,2788,6.07,6.1,3.72
9600,0.26,Premium,E,VS2,60.4,58,580,4.19,4.15,2.52
9601,1.51,Very Good,G,VS1,60.2,63,12317,7.36,7.39,4.44
9602,1.02,Ideal,I,SI1,62,56,4738,6.44,6.46,4
9603,0.47,Very Good,F,SI1,61.1,61,1021,4.97,5.01,3.05
9604,1.54,Very Good,F,SI1,58.8,60,11650,7.54,7.59,4.45
9605,0.83,Premium,F,VS2,61.9,58,3408,6.05,6.01,3.73
9606,0.51,Ideal,H,VVS2,61.6,55,1877,5.11,5.14,3.16
9607,0.3,Ideal,E,VS2,61.8,56,658,4.3,4.34,2.67
9608,0.73,Ideal,G,VS2,61.8,54,2839,5.8,5.82,3.59
9609,1.04,Good,F,VS1,63.2,57,7399,6.41,6.44,4.06
9610,0.4,Ideal,E,VVS2,61.8,55,1238,4.78,4.74,2.94
9611,1.53,Premium,J,VS1,62.8,59,8205,7.34,7.31,4.6
9612,1.72,Premium,F,I1,60.5,59,7089,7.8,7.71,4.69
9613,0.55,Ideal,H,VVS2,61.7,57,1806,5.28,5.26,3.25
9614,0.34,Ideal,G,VVS2,61.6,56,775,4.47,4.49,2.76
9615,0.31,Ideal,H,VS1,62.1,54,544,4.3,4.37,2.69
9616,0.3,Ideal,F,VVS2,61.6,55,751,4.3,4.33,2.66
9617,1.05,Very Good,H,VS2,63.2,58,5292,6.46,6.39,4.06
9618,0.3,Good,E,VS2,63.4,56,614,4.26,4.29,2.71
9619,1.25,Very Good,I,SI1,62.1,58,5699,6.86,6.9,4.27
9620,1.53,Premium,J,IF,61.1,58,9596,7.45,7.41,4.54
9621,2.24,Premium,J,SI2,62.2,59,13827,8.37,8.33,5.19
9622,0.52,Very Good,F,SI2,57.9,61,1273,5.28,5.33,3.07
9623,1.62,Ideal,F,SI1,62.7,56,12828,7.5,7.44,4.68
9624,0.31,Premium,G,VVS1,61.2,59,1046,4.34,4.32,2.65
9625,0.32,Ideal,E,VS2,61.7,56,702,4.41,4.44,2.73
9626,0.94,Premium,G,SI1,61.9,57,4106,6.29,6.24,3.88
9627,1,Good,F,SI1,63.7,58,4158,6.29,6.34,4.02
9628,0.32,Premium,F,VS2,60.7,58,645,4.41,4.45,2.69
9629,0.58,Very Good,F,VVS2,62.6,56,2189,5.37,5.27,3.33
9630,0.62,Ideal,G,SI2,60.6,57,1395,5.53,5.56,3.36
9631,0.57,Good,J,VS2,63.3,56,1100,5.24,5.28,3.33
9632,0.91,Ideal,F,SI2,62.2,56,3812,6.14,6.17,3.83
9633,1.59,Good,F,SI1,63.6,57,11716,7.39,7.43,4.71
9634,0.7,Premium,G,VS2,58.1,55,2657,5.83,5.8,3.38
9635,0.51,Ideal,G,VS1,59,59,1632,5.25,5.28,3.11
9636,0.3,Premium,E,VVS2,61.4,59,789,4.32,4.34,2.66
9637,0.35,Ideal,F,VS2,61.4,55,706,4.55,4.6,2.81
9638,1,Premium,G,SI2,62.9,60,4227,6.35,6.3,3.98
9639,0.43,Very Good,J,VVS2,63.6,56,774,4.78,4.85,3.06
9640,0.35,Ideal,I,VS1,61.6,56,709,4.58,4.54,2.81
9641,0.7,Ideal,E,SI1,61.8,57,2058,5.71,5.68,3.52
9642,0.7,Ideal,G,SI1,62.7,57,2352,5.69,5.64,3.55
9643,0.51,Good,G,VVS2,57.6,56,1885,5.27,5.35,3.06
9644,0.71,Premium,E,SI2,62.7,59,2322,5.66,5.7,3.56
9645,0.58,Ideal,D,SI2,61.7,54,1356,5.4,5.43,3.34
9646,1,Very Good,F,SI1,60.3,61,4620,6.38,6.43,3.86
9647,1.3,Very Good,G,SI1,61,57,7985,7.01,7.06,4.29
9648,0.58,Ideal,I,SI1,61.4,55,1193,5.37,5.42,3.31
9649,0.31,Good,H,VVS1,63.7,56,612,4.3,4.33,2.75
9650,0.55,Very Good,E,VVS2,59.6,59,2312,5.32,5.39,3.19
9651,0.7,Ideal,H,SI2,60.6,54,1715,5.73,5.65,3.45
9652,0.9,Ideal,F,SI1,61.7,57,4657,6.25,6.2,3.84
9653,0.7,Very Good,E,SI1,58.7,60,2239,5.85,5.88,3.44
9654,0.39,Premium,G,VS2,62.3,59,787,4.65,4.69,2.91
9655,1.55,Ideal,E,VVS2,62.5,55,18188,7.38,7.4,4.62
9656,0.52,Premium,F,VS2,62.5,58,1605,5.17,5.13,3.22
9657,0.61,Ideal,E,SI2,62,54,1368,5.46,5.48,3.39
9658,1.2,Premium,H,SI1,62.9,56,6129,6.8,6.74,4.26
9659,0.5,Premium,D,VS2,62.1,58,1752,5.03,5.08,3.14
9660,0.52,Very Good,I,VVS1,63.1,58,1577,5.13,5.1,3.23
9661,1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61
9662,1.19,Very Good,F,SI2,58.8,60,5622,6.93,6.98,4.09
9663,0.48,Ideal,F,SI2,61,57,918,5.05,5.08,3.09
9664,0.54,Premium,G,VS1,61.1,59,1754,5.22,5.26,3.2
9665,1.01,Good,E,SI2,63.3,58,4168,6.3,6.36,4.01
9666,1.5,Good,H,SI2,57.3,62,5833,7.55,7.5,4.31
9667,0.48,Fair,E,VS2,64.9,54,1215,4.94,4.92,3.2
9668,0.9,Premium,D,SI2,61,61,3312,6.17,6.15,3.76
9669,0.34,Ideal,E,SI1,62.7,55,596,4.46,4.47,2.8
9670,0.31,Good,I,SI1,63.3,53,408,4.3,4.32,2.73
9671,2.01,Premium,G,SI2,60.1,60,17403,8.25,8.18,4.94
9672,1,Premium,H,SI1,62.2,60,4469,6.45,6.34,3.98
9673,0.38,Ideal,E,VVS2,62,57,1100,4.61,4.62,2.86
9674,0.74,Ideal,G,VS1,61.5,55,2780,5.81,5.86,3.59
9675,1.01,Ideal,F,VS1,61.1,59,7870,6.46,6.5,3.96
9676,0.3,Ideal,G,VS2,60.8,57,491,4.33,4.38,2.65
9677,0.7,Very Good,H,SI1,62.4,59,2066,5.63,5.75,3.55
9678,0.7,Ideal,D,VS1,62.9,57,3229,5.67,5.61,3.55
9679,0.41,Ideal,F,VVS2,61.8,55,1044,4.77,4.81,2.96
9680,0.33,Ideal,E,SI1,59.6,57,501,4.49,4.53,2.69
9681,1.08,Ideal,G,VS2,62.3,54,7187,6.59,6.61,4.11
9682,0.3,Premium,F,VS2,61.6,58,776,4.31,4.29,2.65
9683,0.55,Ideal,D,VS2,61.7,57,1848,5.21,5.26,3.23
9684,2.03,Premium,J,VS1,59.3,60,14588,8.36,8.28,4.93
9685,2.6,Premium,J,SI2,58.3,61,17209,9.05,8.94,5.24
9686,1,Very Good,G,I1,62.5,62,3011,6.42,6.35,3.99
9687,0.54,Ideal,D,SI1,62.6,55,1715,5.23,5.19,3.26
9688,1.09,Premium,H,SI2,62,57,4700,6.61,6.55,4.08
9689,1,Very Good,E,IF,63.1,56,10954,6.32,6.39,4.01
9690,0.32,Ideal,H,IF,61.6,54,814,4.41,4.49,2.74
9691,1.51,Premium,D,SI1,61.6,57,12738,7.41,7.32,4.54
9692,1.22,Premium,F,VVS1,61.9,58,11830,6.85,6.81,4.23
9693,1,Ideal,D,IF,60.7,57,16469,6.44,6.48,3.92
9694,1.01,Very Good,I,SI1,62.1,58,4681,6.37,6.39,3.96
9695,0.33,Ideal,H,VS1,61.7,54,579,4.45,4.47,2.75
9696,0.53,Ideal,F,VS1,62.1,57,1812,5.16,5.21,3.22
9697,0.78,Ideal,F,VS1,61.6,56,3537,5.9,5.92,3.64
9698,1.1,Very Good,F,VS2,63.5,55,5218,6.58,6.52,4.16
9699,0.9,Premium,D,SI1,63,56,4735,6.14,6.09,3.85
9700,1.01,Premium,I,SI2,61.7,60,3749,6.34,6.4,3.93
9701,1.21,Ideal,G,VVS2,62,56,10378,6.8,6.84,4.23
9702,2.05,Premium,I,VS1,60.6,60,17640,8.21,8.18,4.97
9703,1.2,Premium,G,SI2,59.2,60,5278,6.92,6.9,4.09
9704,0.55,Ideal,F,VS2,61.4,56,1715,5.28,5.31,3.25
9705,0.32,Premium,H,VS2,62.4,58,648,4.36,4.33,2.71
9706,0.52,Premium,D,VS2,61.2,58,1822,5.16,5.2,3.17
9707,1.05,Very Good,J,SI2,63.2,56,2789,6.49,6.45,4.09
9708,0.62,Ideal,G,IF,61.8,56,3310,5.45,5.48,3.38
9709,0.4,Ideal,D,VS1,62.9,56,1200,4.71,4.67,2.95
9710,0.38,Ideal,G,VS1,62.5,56,800,4.64,4.58,2.88
9711,1.04,Premium,D,SI2,58.3,58,3780,6.67,6.63,3.88
9712,0.72,Ideal,G,VS1,61.3,56,3478,5.75,5.8,3.54
9713,1.14,Ideal,F,VS1,61.1,55,9116,6.78,6.74,4.13
9714,0.32,Very Good,D,SI1,58.9,60,589,4.47,4.49,2.64
9715,0.7,Good,F,VS1,63.7,57,2441,5.55,5.62,3.56
9716,0.52,Very Good,I,VS1,61.5,56.3,1262,5.16,5.19,3.18
9717,0.3,Premium,E,VVS1,61.3,59,956,4.33,4.28,2.64
9718,0.41,Premium,F,VS1,59.9,58,1076,4.84,4.81,2.89
9719,1.51,Very Good,F,SI1,60.7,60,11560,7.39,7.43,4.5
9720,0.57,Ideal,D,SI2,61.4,56,1413,5.33,5.38,3.29
9721,0.43,Premium,F,SI1,62.6,58,1016,4.81,4.77,3
9722,1.35,Ideal,F,SI2,62.9,56,5761,7.05,7.03,4.43
9723,0.77,Premium,F,SI1,60.8,59,2856,5.92,5.86,3.58
9724,0.42,Ideal,H,VVS1,61.3,56,1625,4.83,4.86,2.97
9725,0.36,Ideal,J,VS1,61.7,53.7,513,4.58,4.62,2.84
9726,0.36,Ideal,F,IF,62.2,55,1137,4.57,4.62,2.86
9727,0.31,Ideal,G,VVS2,61.7,54,907,4.38,4.34,2.69
9728,1.08,Ideal,F,VS1,61.4,55,8405,6.61,6.69,4.08
9729,1.52,Premium,I,SI2,62.2,59,6214,7.36,7.27,4.56
9730,1.59,Premium,G,SI1,62.3,60,11719,7.49,7.42,4.64
